stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
4726,,RUBEM BERTA MARTIM FELIX BERTA,,-30.021297,-51.107397
4709,,RUBEM BERTA MARTIM FELIX BERTA,,-30.024818,-51.107745
1127,,CAMPO NOVO RIO GRANDE,,-30.129657,-51.203984
5676,,CAMPO NOVO RIO GRANDE,,-30.128872,-51.202585
5675,,VILA NOVA RIO GRANDE,,-30.128873,-51.202694
5162,, BORGES DE MEDEIROS,,-30.046497,-51.229224
2667,,SAO JOSE DONA FIRMINA,,-30.07756,-51.168192
2666,,SAO JOSE DONA FIRMINA,,-30.076204,-51.168454
5862,, CRISTIANO KRAEMER,,-30.138312,-51.195254
2683,,SAO JOSE DONA FIRMINA,,-30.073468,-51.168885
2682,,SAO JOSE DONA FIRMINA,,-30.07367,-51.168934
546,, R DR ARMANDO BARBEDO,,-30.11045,-51.250473
5835,,SAO JOSE DONA FIRMINA,,-30.072142,-51.169286
739,, NOVA TRENTO,,-30.109652,-51.245399
795,, DR PEREIRA NETO,,-30.106767,-51.236212
799,, DR MARIO TOTTA,,-30.107287,-51.234226
800,, DR MARIO TOTTA,,-30.107022,-51.233476
735,, DR ARMANDO BARBEDO,,-30.109445,-51.247626
2681,,SAO JOSE DONA FIRMINA,,-30.070528,-51.169449
2685,,SAO JOSE DONA FIRMINA,,-30.069276,-51.169772
2680,,SAO JOSE DONA FIRMINA,,-30.070495,-51.16954
2687,,VILA JOAO PESSOA DONA FIRMINA,,-30.067811,-51.170043
2686,,SÃO JOSE DONA FIRMINA,,-30.068672,-51.169796
2713,,VILA JOAO PESSOA DONA FIRMINA,,-30.065629,-51.170457
2688,,SAO JOSE DONA FIRMINA,,-30.06661,-51.170185
2662,,SAO JOSE BORBOREMA,,-30.073849,-51.169897
2663,,SAO JOSE BORBOREMA,,-30.073711,-51.169906
2714,,SAO JOSE DONA FIRMINA,,-30.064294,-51.17063
2679,,SAO JOSE BORBOREMA,,-30.070789,-51.170458
2678,,SAO JOSE BORBOREMA,,-30.072184,-51.170191
2684,,VILA JOAO PESSOA BORBOREMA,,-30.068134,-51.171233
5993,,SAO JOSE JOAO BOTELHO,,-30.074171,-51.16986
6541,,MONT SERRAT ANITA GARIBALDI,,-30.026251,-51.184505
1024,,NONOAI ODO CAZZULO,,-30.093425,-51.216746
1223,,NONOAI ODO CAZZULO,,-30.092872,-51.215296
2434,,BELEM VELHO DR SARMENTO BARATA,,-30.113649,-51.178493
1224,,NONOAI ODO CAZZULO,,-30.092865,-51.215465
2435,,BELEM VELHO DR SARMENTO BARATA,,-30.113537,-51.177642
1287,,GLORIA PROF CARVALHO FREITAS,,-30.082364,-51.197786
1745,,GLORIA DOM BOSCO,,-30.074577,-51.203171
1283,,TERESOPOLIS PROF CARVALHO FREITAS,,-30.082092,-51.198235
1866,,TERESOPOLIS PROF CARVALHO FREITAS,,-30.081426,-51.199192
1865,,GLORIA PROF CARVALHO FREITAS,,-30.081197,-51.199439
1739,,GLORIA PROF CARVALHO FREITAS,,-30.080054,-51.201433
1734,,GLORIA PROF CARVALHO FREITAS,,-30.078707,-51.203997
1740,,TERESOPOLIS PROF CARVALHO FREITAS,,-30.080786,-51.200329
15,,PONTA GROSSA RETIRO DA PONTA GROSSA,,-30.184095,-51.217396
853,,CRISTAL CHUI,,-30.083504,-51.241102
1126,, VENTOS DO SUL,,-30.125189,-51.208064
954,,CAVALHADA GREGORIO PEREZ,,-30.107407,-51.222702
570,,VILA ASSUNÇÃO GUAIBA,,-30.095975,-51.251656
571,,VILA ASSUNÇÃO GUAIBA,,-30.095899,-51.251668
5915,,SANTA TEREZA DONA CRISTINA,,-30.086507,-51.228048
1285,,CASCATA ENG LUDOLFO BOEHL,,-30.083323,-51.197753
6025,,CRISTAL DONA CRISTINA,,-30.084715,-51.231024
5027,,CASCATA ENG LUDOLFO BOEHL,,-30.083448,-51.197593
1286,,CASCATA ENG LUDOLFO BOEHL,,-30.084182,-51.198299
1015,,STA TEREZA PADRE NOBREGA,,-30.084982,-51.226308
1281,,CASCATA ENG LUDOLFO BOEHL,,-30.084197,-51.198921
1720,,MEDIANEIRA SILVA PAES,,-30.071416,-51.209475
1013,,SANTA TEREZA PADRE NOBREGA,,-30.083819,-51.227455
1719,,MEDIANEIRA SILVA PAES,,-30.071292,-51.209768
1251,,NONOAI COSTA LIMA,,-30.088671,-51.208376
1715,,MEDIANEIRA SILVA PAES,,-30.06984,-51.21194
1252,,NONOAI COSTA LIMA,,-30.087217,-51.209844
1250,,NONOAI COSTA LIMA,,-30.088802,-51.208353
5151,,NONOAI COSTA LIMA,,-30.085288,-51.211778
4945,,RUBEM BERTA TARCILA MORAES DUTRA,,-30.001023,-51.093681
1249,,NONOAI COSTA LIMA,,-30.087044,-51.210129
5006,,RUBEM BERTA OVIDIO CHAVES,,-29.995667,-51.092885
5004,,RUBEM BERTA OVIDIO CHAVES,,-29.995926,-51.089355
3270,,ALTO PETROPOLIS DR JOSE BENTO CORREA,,-30.047928,-51.135981
1348,,SANTA TEREZA DORMENIO,,-30.077328,-51.230351
1349,,SANTA TEREZA DORMENIO,,-30.077098,-51.230165
1351,,SANTA TEREZA DORMENIO,,-30.07645,-51.229156
1350,,SANTA TEREZA DORMENIO,,-30.076485,-51.229331
1358,,SANTA TEREZA DORMENIO,,-30.075665,-51.228095
1357,,SANTA TEREZA DORMENIO,,-30.075758,-51.228351
1360,,SANTA TEREZA DORMENIO,,-30.074866,-51.227018
862,,CAVALHADA CEL TIMOTEO,,-30.095605,-51.237394
859,,CAMAQUA CEL TIMOTEO,,-30.096666,-51.237116
858,,CAVALHADA CEL TIMOTEO,,-30.097032,-51.236906
1256,,TERESOPOLIS CLEMENCIANO BARNASQUE,,-30.085453,-51.207212
1359,,SANTA TEREZA DORMENIO,,-30.074756,-51.226996
1253,,TERESOPOLIS CLEMENCIANO BARNASQUE,,-30.084665,-51.20818
1742,,GLORIA MADRE ANA,,-30.079942,-51.200568
1741,,GLORIA MADRE ANA,,-30.080249,-51.200699
1867,,GLORIA MADRE ANA,,-30.078971,-51.19928
1005,,SANTA TEREZA PADRE LIMA,,-30.084887,-51.229372
1868,,GLORIA MADRE ANA,,-30.078978,-51.199152
1379,,SANTA TEREZA MUTUALIDADE,,-30.070726,-51.225554
1380,,SANTA TEREZA MUTUALIDADE,,-30.070631,-51.225502
1671,,TERESOPOLIS DARIO TOTTA,,-30.081399,-51.213784
2168,,BOM FIM GARIBALDI,,-30.029966,-51.215024
2429,,BELEM VELHO LUIZ OTAVIO,,-30.120049,-51.158813
1369,,SANTA TEREZA BANCO DA PROVINCIA,,-30.071342,-51.227551
5934,,TERESOPOLIS SIMOES LOPES NETO,,-30.086437,-51.207005
1372,,SANTA TEREZA BANCO DA PROVINCIA,,-30.071182,-51.22752
1705,,SANTA TEREZA MOAB CALDAS,,-30.068324,-51.21463
1239,,NONOAI DR NEY CABRAL,,-30.088166,-51.212936
1238,,NONOAI DR NEY CABRAL,,-30.088133,-51.213044
1709,,SANTA TEREZA BISPO LARANJEIRA,,-30.069018,-51.214017
1702,,SANTA TEREZA GABRIEL FIALHO CAMARGO,,-30.069035,-51.215824
839,,CRISTAL ICARAI,,-30.093243,-51.242764
1229,,NONOAI CEL RUY DA CUNHA PAIM,,-30.090075,-51.21228
1227,,NONOAI CEL RUY DA CUNHA PAIM,,-30.090805,-51.213509
907,,CAVALHADA ESPERANCA CIDADE DE DEUS,,-30.112837,-51.228415
1228,,NONOAI CEL RUY DA CUNHA PAIM,,-30.090748,-51.213564
906,,CAVALHADA ESPERANCA CIDADE DE DEUS,,-30.114541,-51.227852
908,,CAVALHADA ESPERANCA CIDADE DE DEUS,,-30.112963,-51.228304
1010,,NONOAI SAO SEBASTIAO,,-30.088738,-51.226116
1418,,SANTA TEREZA JANUARIO SCALZILLI,,-30.072711,-51.216802
1420,,SANTA TEREZA BERNARDINO CAETANO FRAGA,,-30.071735,-51.216839
1417,,SANTA TEREZA JANUARIO SCALZILLI,,-30.072892,-51.216854
4999,,RUBEM BERTA GUIDO ALBERTO WERLANG,,-29.996677,-51.093261
4977,,RUBEM BERTA NENE PORTALET,,-29.996434,-51.094246
4775,,MARIO QUINTANA ANTERO SIMOES,,-30.021068,-51.096189
4811,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.008962,-51.107386
4836,,RUBEM BERTA G VILA FRATERNIDADE,,-30.000974,-51.102633
4834,,RUBEM BERTA JORGE FURTADO,,-30.001772,-51.102425
4835,,RUBEM BERTA JORGE FURTADO,,-30.001807,-51.102505
6043,,MARIO QUINTANA MANOEL ELIAS,,-30.030421,-51.12083
4740,,RUBEM BERTA MARTIM FELIX BERTA,,-30.019492,-51.107284
6540,,RUBEM BERTA MARTIM FELIX BERTA,,-30.018388,-51.107135
4725,,RUBEM BERTA MARTIM FELIX BERTA,,-30.02182,-51.107528
4705,,RUBEM BERTA MARTIM FELIX BERTA,,-30.025232,-51.107878
4707,,RUBEM BERTA MARTIM FELIX BERTA,,-30.027932,-51.107436
4722,,RUBEM BERTA MARTIM FELIX BERTA,,-30.023784,-51.107724
4699,,RUBEM BERTA MARTIM FELIX BERTA,,-30.028963,-51.106794
4700,,RUBEM BERTA MARTIM FELIX BERTA,,-30.029272,-51.10674
4667,,RUBEM BERTA MARTIM FELIX BERTA,,-30.03064,-51.111027
4697,,RUBEM BERTA MARTIM FELIX BERTA,,-30.03088,-51.10747
4695,,RUBEM BERTA MARTIM FELIX BERTA,,-30.030812,-51.108959
4696,,RUBEM BERTA MARTIM FELIX BERTA,,-30.030919,-51.107076
4694,,RUBEM BERTA MARTIM FELIX BERTA,,-30.030912,-51.108615
4666,,RUBEM BERTA MARTIM FELIX BERTA,,-30.030687,-51.11136
4708,,RUBEM BERTA MARTIM FELIX BERTA,,-30.027593,-51.107525
4664,,RUBEM BERTA MARTIM FELIX BERTA,,-30.031276,-51.113485
4648,,RUBEM BERTA MARTIM FELIX BERTA,,-30.033302,-51.113623
4665,,RUBEM BERTA MARTIM FELIX BERTA,,-30.031364,-51.113411
4647,,RUBEM BERTA MARTIM FELIX BERTA,,-30.033546,-51.113564
4646,,RUBEM BERTA MARTIM FELIX BERTA,,-30.034894,-51.113668
4644,,RUBEM BERTA MARTIM FELIX BERTA,,-30.036906,-51.113849
4641,,RUBEM BERTA MARTIM FELIX BERTA,,-30.037544,-51.113992
5142,,NONOAI MONTE ARRAES,,-30.091463,-51.228826
4645,,RUBEM BERTA MARTIM FELIX BERTA,,-30.036232,-51.113884
990,,NONOAI MONTE ARRAES,,-30.090559,-51.230157
989,,NONOAI SANTA FLORA,,-30.092483,-51.229839
1419,,SANTA TERESA JULIO LOPES DOS SANTOS SOBRINHO,,-30.072136,-51.217019
1000,,CAMAQUA COELHO DA COSTA,,-30.091695,-51.227654
1002,,CAMAQUA COELHO DA COSTA,,-30.090881,-51.226865
1001,,CAMAQUA COELHO DA COSTA,,-30.090877,-51.226754
6021,,CAMAQUA COELHO DA COSTA,,-30.090016,-51.226025
782,,CAMAQUA PROF JOAQUIM LOUZADA,,-30.110239,-51.237865
783,,CAMAQUA PROF JOAQUIM LOUZADA,,-30.109385,-51.238276
787,,CAMAQUA PROF JOAQUIM LOUZADA,,-30.108204,-51.238753
5194,,NONOAI XAVIER DA CUNHA,,-30.092397,-51.231441
1008,,CAMAQUA COELHO DA COSTA,,-30.08996,-51.225867
987,,NONOAI XAVIER DA CUNHA,,-30.091209,-51.230929
988,,CAVALHADA SANTA FLORA,,-30.093755,-51.230343
5895,,CAVALHADA SANTA FLORA,,-30.096879,-51.230895
6539,,CAVALHADA SANTA FLORA,,-30.095169,-51.230921
6151,,CAVALHADA DONA ZULMIRA,,-30.095578,-51.227081
982,,CAVALHADA FLORINHA,,-30.096244,-51.229763
983,,CAVALHADA FLORINHA,,-30.094392,-51.229148
896,,CAVALHADA VILA MARIA,,-30.110761,-51.230898
903,,CAVALHADA VILA MARIA,,-30.110476,-51.229895
913,,CAVALHADA VILA MARIA,,-30.110023,-51.228612
785,,CAMAQUÃ DELFINA DA CUNHA,,-30.108961,-51.237859
6538,,CAVALHADA VILA MARIA,,-30.109813,-51.228247
6537,,VILA IPIRANGA GOMES DE FREITAS,,-30.014922,-51.143505
5469,,SAO JOAO ASSIS BRASIL,,-30.007967,-51.184637
6536,,CAMPO NOVO MAURILIO FERREIRA,,-30.13427,-51.191881
5470,,SANTA MARIA GORETTI ASSIS BRASIL,,-30.008664,-51.180242
3778,,SANTA MARIA GORETTI ASSIS BRASIL,,-30.008403,-51.176848
3779,,SANTA MARIA GORETTI ASSIS BRASIL,,-30.008205,-51.175441
3814,,PASSO DAREIA ASSIS BRASIL,,-30.008249,-51.172112
3804,,PASSO DAREIA ASSIS BRASIL,,-30.009332,-51.171234
3811,,SANTA MARIA GORETTI ASSIS BRASIL,,-30.007939,-51.174228
3807,,PASSO DAREIA ASSIS BRASIL,,-30.010374,-51.170538
765,,CRISTAL WENCESLAU ESCOBAR,,-30.098946,-51.24821
6048,,NONOAI ORFANOTROFIO,,-30.086313,-51.2274
766,,CRISTAL WENCESLAU ESCOBAR,,-30.099342,-51.248385
949,,VILA NOVA JOAO SALOMONI,,-30.113043,-51.224957
3808,,PASSO DA AREIA ASSIS BRASIL,,-30.011698,-51.16887
912,,VILA NOVA JOAO SALOMONI,,-30.112977,-51.225094
6040,,PASSO DA AREIA ASSIS BRASIL,,-30.012013,-51.168988
5561,,PASSO DA AREIA ASSIS BRASIL,,-30.011718,-51.166336
1111,,VILA NOVA JOAO SALOMONI,,-30.115208,-51.213449
1110,,VILA NOVA JOAO SALOMONI,,-30.115065,-51.214067
1195,,VILA NOVA JOAO SALOMONI,,-30.114178,-51.2153
962,,VILA NOVA JOAO SALOMONI,,-30.113607,-51.218085
1194,,VILA NOVA JOAO SALOMONI,,-30.1142,-51.215469
959,,VILA NOVA JOAO SALOMONI,,-30.113227,-51.219789
950,,VILA NOVA JOAO SALOMONI,,-30.112676,-51.222019
5145,,VILA NOVA JOAO SALOMONI,,-30.112744,-51.222191
960,,VILA NOVA JOAO SALOMONI,,-30.11338,-51.218754
5562,,JARDIM SAO PEDRO ASSIS BRASIL,,-30.011205,-51.163686
5563,,CRISTO REDENTOR ASSIS BRASIL,,-30.01062,-51.159825
5710,,CRISTO REDENTOR ASSIS BRASIL,,-30.01051,-51.158871
3849,,PASSO D'AREIA ASSIS BRASIL,,-30.011242,-51.163477
5564,,CRISTO REDENTOR ASSIS BRASIL,,-30.010363,-51.157278
5725,,CRISTO REDENTOR ASSIS BRASIL,,-30.010508,-51.158184
5557,,CRISTO REDENTOR ASSIS BRASIL,,-30.010424,-51.152679
4069,,SARANDI ASSIS BRASIL,,-30.006188,-51.139536
5726,,CRISTO REDENTOR ASSIS BRASIL,,-30.010299,-51.155354
5471,,JARDIM LINDOIA ASSIS BRASIL,,-30.010371,-51.151818
4010,,VILA IPIRANGA ASSIS BRASIL,,-30.010488,-51.149688
4019,,SAO SEBASTIAO ASSIS BRASIL,,-30.009469,-51.144241
4060,,SARANDI ASSIS BRASIL,,-30.006697,-51.14011
4042,,ZONA INDEFINIDA ASSIS BRASIL,,-30.007721,-51.141543
4070,,SARANDI ASSIS BRASIL,,-30.00532,-51.138187
4079,,SARANDI ASSIS BRASIL,,-30.004029,-51.13644
4081,,SARANDI ASSIS BRASIL,,-30.002984,-51.134946
4142,,SARANDI ASSIS BRASIL,,-30.001829,-51.13398
4192,,SARANDI ASSIS BRASIL,,-29.999163,-51.132492
5559,,SARANDI ASSIS BRASIL,,-29.999208,-51.132426
4143,,SARANDI ASSIS BRASIL,,-30.000892,-51.133358
4194,,SARANDI ASSIS BRASIL,,-29.997528,-51.131482
5558,,SARANDI ASSIS BRASIL,,-29.996146,-51.130715
4195,,SARANDI ASSIS BRASIL,,-29.9973,-51.131448
4196,,SARANDI ASSIS BRASIL,,-29.99612,-51.130788
4209,,SARANDI ASSIS BRASIL,,-29.993247,-51.12857
4213,,SARANDI ASSIS BRASIL,,-29.992187,-51.127358
4208,,SARANDI ASSIS BRASIL,,-29.993997,-51.129227
4249,,SARANDI ASSIS BRASIL,,-29.990764,-51.125594
4250,,SARANDI ASSIS BRASIL,,-29.990826,-51.12579
5566,,SARANDI ASSIS BRASIL,,-29.989284,-51.124003
4252,,SARANDI ASSIS BRASIL,,-29.989214,-51.123805
4261,,SARANDI ASSIS BRASIL,,-29.98711,-51.121379
1172,,CAMPO NOVO MAURILIO FERREIRA,,-30.132577,-51.190359
5249,,SARANDI ASSIS BRASIL,,-29.992361,-51.127441
5961,,CAMPO NOVO MAURILIO FERREIRA,,-30.132455,-51.190367
1167,,CAMPO NOVO MAURILIO FERREIRA,,-30.135297,-51.192842
1164,,CAMPO NOVO MAURILIO FERREIRA,,-30.136729,-51.194032
6535,,CAMPO NOVO MAURILIO FERREIRA,,-30.137542,-51.194722
4267,,SARANDI ASSIS BRASIL,,-29.985919,-51.120005
5253,,CENTRO SENADOR SALGADO FILHO,,-30.031009,-51.224462
6492,,SARANDI ASSIS BRASIL,,-29.985843,-51.120034
5016,,SARANDI ASSIS BRASIL,,-29.983237,-51.116913
4851,,SARANDI ASSIS BRASIL,,-29.984187,-51.118001
5015,,SARANDI ASSIS BRASIL,,-29.982282,-51.115925
5020,,ZONA INDEFINIDA ASSIS BRASIL,,-29.977909,-51.114615
5019,,ZONA INDEFINIDA ASSIS BRASIL,,-29.976911,-51.114585
4940,,RUBEM BERTA TARCILA MORAES DUTRA,,-30.005574,-51.094032
4943,,RUBEM BERTA TARCILA MORAES DUTRA,,-30.003013,-51.09384
4944,,RUBEM BERTA TARCILA MORAES DUTRA,,-30.003112,-51.09393
4946,,RUBEM BERTA TARCILA MORAES DUTRA,,-30.001014,-51.093763
4941,,RUBEM BERTA TARCILA MORAES DUTRA,,-30.005418,-51.094104
4996,,RUBEM BERTA TARCILA MORAES DUTRA,,-29.998089,-51.093355
4947,,RUBEM BERTA PROCOPIO FERREIRA,,-30.009803,-51.093452
4913,,RUBEM BERTA ANTONIO FRANCISCO LISBOA,,-30.011511,-51.096539
4995,,RUBEM BERTA TARCILA MORAES DUTRA,,-29.998449,-51.093459
3806,,PASSO DA AREIA PLINIO BRASIL MILANO,,-30.011981,-51.171016
1990,,PARTENON SAO MANOEL,,-30.052659,-51.198832
1989,,PARTENON SAO MANOEL,,-30.051715,-51.199403
1862,,PARTENON SAO MANOEL,,-30.051047,-51.199972
2023,,PARTENON BENTO GONCALVES,,-30.063399,-51.185326
2025,,PARTENON BENTO GONCALVES,,-30.063309,-51.185641
3351,,JARDIM ITU SABARA VINTE QUATRO DE AGOSTO,,-30.029071,-51.13987
6534,,ALTO PETROPOLIS DR JOSE BENTO CORREA,,-30.047799,-51.134655
6533,,ALTO PETROPOLIS GERMANO SCHMARCZEK,,-30.046107,-51.13434
5057,,TRES FIGUEIRAS CARLOS GOMES,,-30.033117,-51.178791
6532,,ALTO PETROPOLIS GERMANO SCHMARCZEK,,-30.046048,-51.134472
1756,,MEDIANEIRA CEL NEVES,,-30.068095,-51.20767
5659,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.015607,-51.107968
4800,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.015626,-51.108053
5886,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.014348,-51.107858
4810,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.009872,-51.107546
4808,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.011617,-51.107699
6531,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.01003,-51.107478
4804,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.012711,-51.107713
4809,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.011614,-51.107616
4803,,RUBEM BERTA DELMAR ROCHA BARBOSA,,-30.013549,-51.107869
2987,,BOM JESUS SANTA IZABEL,,-30.045861,-51.164774
3008,,BOM JESUS SANTA IZABEL,,-30.040365,-51.164231
3005,,BOM JESUS SAO BENEDITO,,-30.040647,-51.165667
4837,,RUBEM BERTA G VILA FRATERNIDADE,,-30.001052,-51.102724
4833,,RUBEM BERTA DR MEER MARIO KAUFMANN,,-30.00111,-51.104063
5011,,RUBEM BERTA OVIDIO CHAVES,,-29.995851,-51.089399
5008,,RUBEM BERTA OVIDIO CHAVES,,-29.995777,-51.090905
4832,,RUBEM BERTA DR MEER MARIO KAUFMANN,,-30.001025,-51.104486
5007,,RUBEM BERTA OVIDIO CHAVES,,-29.9958,-51.091818
5152,,RUBEM BERTA OVIDIO CHAVES,,-29.995837,-51.091124
5005,,RUBEM BERTA OVIDIO CHAVES,,-29.995739,-51.092893
4980,,RUBEM BERTA NENE PORTALET,,-29.996551,-51.093525
4672,,RUBEM BERTA POA-CIDADE JOIA,,-30.023882,-51.115646
6178,,TRISTEZA DR PEREIRA NETO,,-30.111585,-51.249543
4771,,RUBEM BERTA JOAO FAZIO AMATO,,-30.017322,-51.097631
4767,,RUBEM BERTA JOAO FAZIO AMATO,,-30.017834,-51.100114
4770,,RUBEM BERTA TREZE DE SETEMBRO,,-30.018412,-51.099313
4243,,SARANDI WILLY EUGENIO FLECK,,-29.996247,-51.118587
4839,,RUBEM BERTA WILLY EUGENIO FLECK,,-29.99552,-51.115758
4840,,RUBEM BERTA WILLY EUGENIO FLECK,,-29.995633,-51.115416
6530,,ALTO PETROPOLIS GERMANO SCHMARCZEK,,-30.045906,-51.133169
6529,,ALTO PETROPOLIS GERMANO SCHMARCZEK,,-30.045966,-51.133098
6528,,ALTO PETROPOLIS NEY DA GAMA AHRENDS,,-30.047551,-51.132885
6527,,ALTO PETROPOLIS DR JOSE BENTO CORREA,,-30.047708,-51.132999
6526,,CHACARA DAS PEDRAS DR NILO PECANHA,,-30.027966,-51.162224
6525,,SARANDI WILLY EUGENIO FLECK,,-29.997037,-51.119241
4242,,SARANDI WILLY EUGENIO FLECK,,-29.997031,-51.119353
6294,,JARDIM BOTANICO DR SALVADOR FRANCA,,-30.053926,-51.182055
6523,,HÍPICA DR ANTONIO MAZZAFERRO NETO,,-30.163138,-51.173707
6524,,CAVALHADA SILVIO SILVEIRA SOARES,,-30.101048,-51.234658
689,,CAVALHADA CAVALHADA,,-30.133616,-51.223876
1896,,GLORIA MANDUCA NUNES,,-30.075654,-51.193964
1893,,GLORIA MANDUCA NUNES,,-30.077971,-51.193418
1900,,GLORIA MANDUCA NUNES,,-30.076712,-51.193722
4830,,RUBEM BERTA GEN TELINO CHAGASTELLES,,-30.004884,-51.107112
4829,,RUBEM BERTA GEN TELINO CHAGASTELLES,,-30.005032,-51.107163
4826,,RUBEM BERTA PROF ALVARO BARCELLOS FERREIRA,,-30.004088,-51.107874
4825,,RUBEM BERTA PROF ALVARO BARCELLOS FERREIRA,,-30.004121,-51.108552
4824,,RUBEM BERTA PROF ALVARO BARCELLOS FERREIRA,,-30.004849,-51.109152
4827,,RUBEM BERTA GEN TELINO CHAGASTELLES,,-30.006634,-51.107233
4823,,RUBEM BERTA PROF ALVARO BARCELLOS FERREIRA,,-30.00533,-51.109279
4828,,RUBEM BERTA GEN TELINO CHAGASTELLES,,-30.006572,-51.107145
214,,BELEM NOVO FRANCISCA DE OLIVEIRA VIEIRA,,-30.197596,-51.17064
215,,BELEM NOVO FRANCISCA DE OLIVEIRA VIEIRA,,-30.197625,-51.170562
637,,TRISTEZA DONA PAULINA,,-30.115756,-51.247618
227,,BELEM NOVO FRANCISCA DE OLIVEIRA VIEIRA,,-30.192892,-51.16318
636,,TRISTEZA DONA PAULINA,,-30.115708,-51.247736
6522,,MEDIANEIRA NITEROI,,-30.069163,-51.208064
1753,,MEDIANEIRA NITEROI,,-30.069083,-51.207521
1754,,MEDIANEIRA NITEROI,,-30.06914,-51.207407
6521,,MEDIANEIRA NITEROI,,-30.069215,-51.207919
1728,,MEDIANEIRA NITEROI,,-30.069132,-51.209618
1727,,MEDIANEIRA NITEROI,,-30.069167,-51.20979
5824,,MEDIANEIRA NITEROI,,-30.068655,-51.212222
1721,,MEDIANEIRA NITEROI,,-30.06861,-51.212094
1006,,SANTA TEREZA CRUZEIRO DO SUL,,-30.082497,-51.229795
1007,,SANTA TEREZA CRUZEIRO DO SUL,,-30.082271,-51.229602
1352,,SANTA TEREZA CRUZEIRO DO SUL,,-30.080999,-51.227875
1355,,SANTA TEREZA CRUZEIRO DO SUL,,-30.079,-51.225117
1385,,SANTA TEREZA CRUZEIRO DO SUL,,-30.07756,-51.224167
2699,,JARDIM BOTANICO VALPARAISO,,-30.055164,-51.183519
4764,,RUBEM BERTA ANTONIO SEVERINO,,-30.020573,-51.097636
1755,,MEDIANEIRA CEL NEVES,,-30.068732,-51.207376
4777,,MARIO QUINTANA VICTOR CRAMER,,-30.021334,-51.095182
1730,,MEDIANEIRA CEL NEVES,,-30.066308,-51.209122
1725,,MEDIANEIRA CEL NEVES,,-30.065889,-51.210762
5181,,MEDIANEIRA CEL NEVES,,-30.065696,-51.211225
1729,,MEDIANEIRA CEL NEVES,,-30.066254,-51.209435
648,,CRISTAL GUAIBA,,-30.143429,-51.225959
647,,CRISTAL GUAIBA,,-30.143949,-51.225799
2704,,JARDIM BOTANICO FELIZARDO,,-30.051585,-51.182153
4778,,MARIO QUINTANA PAULO MENDES DA COSTA,,-30.021434,-51.094468
4779,,MARIO QUINTANA IRMAO FAUSTINO JOAO,,-30.023519,-51.091917
5093,,MARIO QUINTANA JULIO JOSE LOPES DA SILVA,,-30.035705,-51.103234
4774,,MARIO QUINTANA ANTERO SIMOES,,-30.021974,-51.097352
4780,,MÁRIO QUINTANA IRMAO FAUSTINO JOAO,,-30.021819,-51.092413
5787,, VENTOS DO SUL,,-30.123927,-51.208664
4772,,RUBEM BERTA IRMAOS MARISTAS,,-30.023922,-51.09755
4773,,MARIO QUINTANA ANTONIO SEVERINO,,-30.023592,-51.095886
4776,,MARIO QUINTANA ANTONIO SEVERINO,,-30.023635,-51.09394
4765,,RUBEM BERTA ANTONIO SEVERINO,,-30.019082,-51.100327
4766,,RUBEM BERTA ANTONIO SEVERINO,,-30.01881,-51.100215
4768,,RUBEM BERTA ANTONIO SEVERINO,,-30.017497,-51.10016
4902,,RUBEM BERTA ANTONIO SEVERINO,,-30.015261,-51.099689
6520,,RUBEM BERTA ANTONIO SEVERINO,,-30.015799,-51.099874
1353,,SANTA TEREZA CRUZEIRO DO SUL,,-30.080562,-51.227173
1354,,SANTA TEREZA CRUZEIRO DO SUL,,-30.078978,-51.225232
1388,,SANTA TEREZA CRUZEIRO DO SUL,,-30.075979,-51.222925
1387,,SANTA TEREZA CRUZEIRO DO SUL,,-30.076275,-51.223279
1391,,SANTA TEREZA CRUZEIRO DO SUL,,-30.073614,-51.220947
1407,,SANTA TEREZA CRUZEIRO DO SUL,,-30.073558,-51.22077
1386,,SANTA TEREZA CRUZEIRO DO SUL,,-30.077925,-51.224399
573,,ARQUIPELAGO PRESIDENTE VARGAS,,-30.020755,-51.257486
600,,ELDORADO DO SUL MARTINHO POETA,,-29.992052,-51.273511
4685,,MARIO QUINTANA SARGENTO SILVIO DELMAR HOLLENBACH,,-30.023302,-51.109984
4730,,MARIO QUINTANA SARGENTO SILVIO DELMAR HOLLENBACH,,-30.020155,-51.109715
4731,,MARIO QUINTANA SARGENTO SILVIO DELMAR HOLLENBACH,,-30.017768,-51.109515
4732,,MARIO QUINTANA SARGENTO SILVIO DELMAR HOLLENBACH,,-30.018908,-51.109615
4702,,MARIO QUINTANA PILADE FREDIANI,,-30.02592,-51.108352
4701,,MARIO QUINTANA PILADE FREDIANI,,-30.025975,-51.108428
5233,,CENTRO DOM FELICIANO,,-30.029674,-51.222337
5239,,CENTRO DOM FELICIANO,,-30.030028,-51.222638
